long,lat
72.80800247547897,18.89729230568238
72.8118004446248,18.89729230568238
72.8042058110722,18.900885566818857
72.8080038617642,18.900885566818857
72.81180191245622,18.900885566818857
72.81559996314823,18.900885566818857
72.80420711610637,18.904478827955334
72.80800524836302,18.904478827955334
72.81180338061966,18.904478827955334
72.81560151287631,18.904478827955334
72.80420842143545,18.90807208909181
72.80800663527516,18.90807208909181
72.81180484911488,18.90807208909181
72.8156030629546,18.90807208909181
72.81940127679431,18.90807208909181
72.80800802250113,18.911665350228287
72.81180631794237,18.911665350228287
72.81560461338361,18.911665350228287
72.81940290882486,18.911665350228287
72.8232012042661,18.911665350228287
72.82699949970734,18.911665350228287
72.81180778710163,18.915258611364763
72.81560616416283,18.915258611364763
72.81940454122403,18.915258611364763
72.82320291828523,18.915258611364763
72.82700129534643,18.915258611364763
72.83079967240764,18.915258611364763
72.81180925659316,18.91885187250124
72.81560771529278,18.91885187250124
72.8194061739924,18.91885187250124
72.82320463269203,18.91885187250124
72.82700309139165,18.91885187250124
72.83080155009127,18.91885187250124
72.81560926677321,18.922445133637716
72.81940780712969,18.922445133637716
72.82320634748618,18.922445133637716
72.82700488784266,18.922445133637716
72.83080342819915,18.922445133637716
72.83460196855563,18.922445133637716
72.83840050891212,18.922445133637716
72.8194094406359,18.926038394774192
72.82320806266769,18.926038394774192
72.82700668469948,18.926038394774192
72.83080530673128,18.926038394774192
72.83460392876307,18.926038394774192
72.82320977823686,18.92963165591067
72.82700848196242,18.92963165591067
72.83080718568799,18.92963165591067
72.83460588941355,18.92963165591067
72.83840459313912,18.92963165591067
72.82701027963117,18.933224917047145
72.83080906506895,18.933224917047145
72.83460785050673,18.933224917047145
72.83840663594451,18.933224917047145
72.84220542138229,18.933224917047145
72.82701207770634,18.93681817818362
72.83081094487481,18.93681817818362
72.83460981204328,18.93681817818362
72.83840867921175,18.93681817818362
72.84220754638022,18.93681817818362
72.79282333592887,18.940411439320098
72.82701387618732,18.940411439320098
72.83081282510493,18.940411439320098
72.83461177402253,18.940411439320098
72.83841072294014,18.940411439320098
72.84220967185774,18.940411439320098
72.82321664438922,18.944004700456574
72.82701567507442,18.944004700456574
72.83081470575962,18.944004700456574
72.83461373644482,18.944004700456574
72.83841276713002,18.944004700456574
72.84221179781522,18.944004700456574
72.79282546212652,18.94759796159305
72.79662457459779,18.94759796159305
72.82321836189668,18.94759796159305
72.82701747436795,18.94759796159305
72.83081658683922,18.94759796159305
72.83461569931049,18.94759796159305
72.83841481178176,18.94759796159305
72.84221392425303,18.94759796159305
72.8460130367243,18.94759796159305
72.79282652558521,18.951191222729527
72.796625719861,18.951191222729527
72.80042491413678,18.951191222729527
72.80422410841257,18.951191222729527
72.81942088551571,18.951191222729527
72.8232200797915,18.951191222729527
72.82701927406728,18.951191222729527
72.83081846834307,18.951191222729527
72.83461766261885,18.951191222729527
72.83841685689464,18.951191222729527
72.84221605117042,18.951191222729527
72.84601524544621,18.951191222729527
72.79662686538305,18.954784483866003
72.80042614148184,18.954784483866003
72.80422541758062,18.954784483866003
72.8118239697782,18.954784483866003
72.81562324587699,18.954784483866003
72.81942252197578,18.954784483866003
72.82322179807457,18.954784483866003
72.82702107417336,18.954784483866003
72.83082035027215,18.954784483866003
72.83461962637094,18.954784483866003
72.83841890246973,18.954784483866003
72.84221817856852,18.954784483866003
72.8460174546673,18.954784483866003
72.80042736910357,18.95837774500248
72.80422672704381,18.95837774500248
72.80802608498405,18.95837774500248
72.81182544292429,18.95837774500248
72.81562480086453,18.95837774500248
72.81942415880476,18.95837774500248
72.823223516745,18.95837774500248
72.82702287468524,18.95837774500248
72.83082223262548,18.95837774500248
72.83462159056572,18.95837774500248
72.83842094850596,18.95837774500248
72.8422203064462,18.95837774500248
72.84601966438643,18.95837774500248
72.80042859700264,18.961971006138956
72.80422803680281,18.961971006138956
72.80802747660299,18.961971006138956
72.81182691640316,18.961971006138956
72.81562635620334,18.961971006138956
72.81942579600351,18.961971006138956
72.82322523580369,18.961971006138956
72.82702467560387,18.961971006138956
72.83082411540404,18.961971006138956
72.83462355520422,18.961971006138956
72.8384229950044,18.961971006138956
72.84222243480457,18.961971006138956
72.84602187460474,18.961971006138956
72.8004298251786,18.965564267275433
72.80422934685717,18.965564267275433
72.80802886853574,18.965564267275433
72.81182839021432,18.965564267275433
72.81562791189289,18.965564267275433
72.81942743357146,18.965564267275433
72.82322695525004,18.965564267275433
72.82702647692861,18.965564267275433
72.83082599860718,18.965564267275433
72.83462552028575,18.965564267275433
72.83842504196433,18.965564267275433
72.8422245636429,18.965564267275433
72.84602408532147,18.965564267275433
72.84982360700005,18.965564267275433
72.80423065720711,18.96915752841191
72.80803026078256,18.96915752841191
72.811829864358,18.96915752841191
72.81562946793345,18.96915752841191
72.81942907150889,18.96915752841191
72.82322867508434,18.96915752841191
72.82702827865978,18.96915752841191
72.83082788223523,18.96915752841191
72.83462748581067,18.96915752841191
72.83842708938612,18.96915752841191
72.84222669296156,18.96915752841191
72.846026296537,18.96915752841191
72.84982590011245,18.96915752841191
72.80423196785287,18.972750789548385
72.80803165334368,18.972750789548385
72.81183133883448,18.972750789548385
72.81563102432528,18.972750789548385
72.81943070981609,18.972750789548385
72.8232303953069,18.972750789548385
72.8270300807977,18.972750789548385
72.8308297662885,18.972750789548385
72.8346294517793,18.972750789548385
72.83842913727011,18.972750789548385
72.84222882276092,18.972750789548385
72.84602850825172,18.972750789548385
72.85362787923333,18.972750789548385
72.80423327879399,18.97634405068486
72.80803304621861,18.97634405068486
72.81183281364324,18.97634405068486
72.81563258106786,18.97634405068486
72.81943234849248,18.97634405068486
72.82323211591711,18.97634405068486
72.82703188334173,18.97634405068486
72.83083165076636,18.97634405068486
72.83463141819098,18.97634405068486
72.8384311856156,18.97634405068486
72.84223095304023,18.97634405068486
72.84603072046485,18.97634405068486
72.84983048788948,18.97634405068486
72.80803443940785,18.979937311821338
72.81183428878478,18.979937311821338
72.81563413816171,18.979937311821338
72.81943398753864,18.979937311821338
72.82323383691558,18.979937311821338
72.82703368629251,18.979937311821338
72.83083353566944,18.979937311821338
72.83463338504637,18.979937311821338
72.8384332344233,18.979937311821338
72.84223308380024,18.979937311821338
72.84603293317717,18.979937311821338
72.8498327825541,18.979937311821338
72.85363263193103,18.979937311821338
72.85743248130797,18.979937311821338
72.81183576425911,18.983530572957815
72.81563569560684,18.983530572957815
72.81943562695457,18.983530572957815
72.8232355583023,18.983530572957815
72.82703548965003,18.983530572957815
72.83083542099776,18.983530572957815
72.83463535234549,18.983530572957815
72.83843528369322,18.983530572957815
72.84223521504094,18.983530572957815
72.84603514638867,18.983530572957815
72.8498350777364,18.983530572957815
72.85363500908413,18.983530572957815
72.85743494043186,18.983530572957815
72.81183724006598,18.98712383409429
72.81563725340298,18.98712383409429
72.81943726673998,18.98712383409429
72.82323728007698,18.98712383409429
72.82703729341398,18.98712383409429
72.83083730675098,18.98712383409429
72.83463732008798,18.98712383409429
72.83843733342498,18.98712383409429
72.84223734676198,18.98712383409429
72.84603736009898,18.98712383409429
72.84983737343597,18.98712383409429
72.85363738677297,18.98712383409429
72.85743740010997,18.98712383409429
72.81183871620539,18.990717095230767
72.81563881155013,18.990717095230767
72.81943890689487,18.990717095230767
72.82323900223962,18.990717095230767
72.82703909758436,18.990717095230767
72.8308391929291,18.990717095230767
72.83463928827385,18.990717095230767
72.83843938361859,18.990717095230767
72.84223947896334,18.990717095230767
72.84603957430808,18.990717095230767
72.84983966965282,18.990717095230767
72.85363976499757,18.990717095230767
72.81564037004883,18.994310356367244
72.81944054741982,18.994310356367244
72.82324072479081,18.994310356367244
72.8270409021618,18.994310356367244
72.83084107953279,18.994310356367244
72.83464125690378,18.994310356367244
72.83844143427477,18.994310356367244
72.84224161164576,18.994310356367244
72.84604178901675,18.994310356367244
72.84984196638774,18.994310356367244
72.85364214375873,18.994310356367244
72.85744232112972,18.994310356367244
72.86124249850072,18.994310356367244
72.88784374009765,18.994310356367244
72.81184166948307,18.99790361750372
72.8156419288988,18.99790361750372
72.81944218831453,18.99790361750372
72.82324244773025,18.99790361750372
72.82704270714598,18.99790361750372
72.8308429665617,18.99790361750372
72.83464322597743,18.99790361750372
72.83844348539316,18.99790361750372
72.84224374480888,18.99790361750372
72.84604400422461,18.99790361750372
72.84984426364034,18.99790361750372
72.85364452305606,18.99790361750372
72.85744478247179,18.99790361750372
72.8878468577976,18.99790361750372
72.89164711721332,18.99790361750372
72.89544737662905,18.99790361750372
72.89924763604478,18.99790361750372
72.9030478954605,18.99790361750372
72.90684815487623,18.99790361750372
72.91064841429196,18.99790361750372
72.81184314662084,19.001496878640197
72.81564348809978,19.001496878640197
72.81944382957872,19.001496878640197
72.82324417105765,19.001496878640197
72.82704451253659,19.001496878640197
72.83084485401552,19.001496878640197
72.83464519549446,19.001496878640197
72.8384455369734,19.001496878640197
72.84224587845233,19.001496878640197
72.84604621993127,19.001496878640197
72.8498465614102,19.001496878640197
72.85364690288914,19.001496878640197
72.85744724436807,19.001496878640197
72.88784997619956,19.001496878640197
72.8916503176785,19.001496878640197
72.89545065915743,19.001496878640197
72.89925100063637,19.001496878640197
72.9030513421153,19.001496878640197
72.90685168359424,19.001496878640197
72.91065202507318,19.001496878640197
72.91445236655211,19.001496878640197
72.81564504765231,19.005090139776673
72.81944547121296,19.005090139776673
72.8232458947736,19.005090139776673
72.82704631833425,19.005090139776673
72.8308467418949,19.005090139776673
72.83464716545555,19.005090139776673
72.8384475890162,19.005090139776673
72.84224801257685,19.005090139776673
72.8460484361375,19.005090139776673
72.84984885969814,19.005090139776673
72.85364928325879,19.005090139776673
72.85744970681944,19.005090139776673
72.86125013038009,19.005090139776673
72.86505055394073,19.005090139776673
72.88785309530462,19.005090139776673
72.89165351886527,19.005090139776673
72.89545394242592,19.005090139776673
72.89925436598656,19.005090139776673
72.90305478954721,19.005090139776673
72.90685521310786,19.005090139776673
72.91065563666851,19.005090139776673
72.91445606022916,19.005090139776673
72.9182564837898,19.005090139776673
72.81564660755639,19.00868340091315
72.81944711321725,19.00868340091315
72.82324761887811,19.00868340091315
72.82704812453898,19.00868340091315
72.83084863019984,19.00868340091315
72.8346491358607,19.00868340091315
72.83844964152156,19.00868340091315
72.84225014718243,19.00868340091315
72.84605065284329,19.00868340091315
72.84985115850415,19.00868340091315
72.85365166416501,19.00868340091315
72.85745216982588,19.00868340091315
72.86125267548674,19.00868340091315
72.8650531811476,19.00868340091315
72.86885368680846,19.00868340091315
72.87265419246933,19.00868340091315
72.88785621511278,19.00868340091315
72.89165672077364,19.00868340091315
72.8954572264345,19.00868340091315
72.89925773209536,19.00868340091315
72.90305823775623,19.00868340091315
72.90685874341709,19.00868340091315
72.91065924907795,19.00868340091315
72.91445975473881,19.00868340091315
72.91826026039968,19.00868340091315
72.81944875559103,19.012276662049626
72.82324934337058,19.012276662049626
72.82704993115013,19.012276662049626
72.83085051892968,19.012276662049626
72.83465110670923,19.012276662049626
72.83845169448878,19.012276662049626
72.84225228226833,19.012276662049626
72.84605287004788,19.012276662049626
72.84985345782744,19.012276662049626
72.85365404560699,19.012276662049626
72.85745463338654,19.012276662049626
72.86125522116609,19.012276662049626
72.86505580894564,19.012276662049626
72.86885639672519,19.012276662049626
72.87265698450474,19.012276662049626
72.8764575722843,19.012276662049626
72.88025816006385,19.012276662049626
72.8840587478434,19.012276662049626
72.88785933562295,19.012276662049626
72.8916599234025,19.012276662049626
72.89546051118205,19.012276662049626
72.8992610989616,19.012276662049626
72.90306168674115,19.012276662049626
72.9068622745207,19.012276662049626
72.91066286230026,19.012276662049626
72.91446345007981,19.012276662049626
72.91826403785936,19.012276662049626
72.92206462563891,19.012276662049626
72.81945039833514,19.015869923186102
72.82325106825189,19.015869923186102
72.82705173816865,19.015869923186102
72.8308524080854,19.015869923186102
72.83465307800216,19.015869923186102
72.83845374791892,19.015869923186102
72.84225441783568,19.015869923186102
72.84605508775243,19.015869923186102
72.84985575766919,19.015869923186102
72.85365642758595,19.015869923186102
72.8574570975027,19.015869923186102
72.86125776741946,19.015869923186102
72.86505843733622,19.015869923186102
72.86885910725297,19.015869923186102
72.87265977716973,19.015869923186102
72.87646044708649,19.015869923186102
72.88026111700324,19.015869923186102
72.88406178692,19.015869923186102
72.88786245683676,19.015869923186102
72.89166312675351,19.015869923186102
72.89546379667027,19.015869923186102
72.89926446658703,19.015869923186102
72.90306513650378,19.015869923186102
72.90686580642054,19.015869923186102
72.9106664763373,19.015869923186102
72.91446714625405,19.015869923186102
72.91826781617081,19.015869923186102
72.92206848608757,19.015869923186102
72.92586915600432,19.015869923186102
72.81565128937656,19.01946318432258
72.82705354559391,19.01946318432258
72.83085429766636,19.01946318432258
72.83465504973881,19.01946318432258
72.83845580181126,19.01946318432258
72.84225655388371,19.01946318432258
72.84605730595617,19.01946318432258
72.84985805802862,19.01946318432258
72.85365881010107,19.01946318432258
